year,market_Cap_Filter,sector_Filter,industry_Filter,company_Size_Filter,symbol
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",CDAQ
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",AVAC
2021,100_Million_Dollar_Company,Technology,Solar,"Hundred +",FTCI
2021,100_Million_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Hundred +",AKYA
2021,100_Million_Dollar_Company,Healthcare,"Medical Care Facilities","Hundred +",AIRS
2021,100_Million_Dollar_Company,Industrials,"Building Products & Equipment","Thousand +",SWIM
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VERA
2021,100_Million_Dollar_Company,"Consumer Cyclical","Packaging & Containers","Hundred +",KRT
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",RAIN
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",XPAX
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",ROC
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",SKYA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",PHVS
2021,100_Million_Dollar_Company,"Consumer Cyclical","Personal Services","Less Than Hundred",EM
2021,100_Million_Dollar_Company,Healthcare,"Medical Care Facilities","Hundred +",PIII
2021,100_Million_Dollar_Company,"Basic Materials","Other Precious Metals & Mining","Less Than Hundred",PPTA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",VOR
2021,100_Million_Dollar_Company,Industrials,Trucking,"Thousand +",TSP
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",VLAT
2021,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",CGNT
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",WWAC
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",LCAA
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",IXAQ
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",XFIN
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",GLUE
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",AEAE
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",FIAC
2021,100_Million_Dollar_Company,"Consumer Defensive","Farm Products","Hundred +",AFRI
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",SVNA
2021,100_Million_Dollar_Company,Healthcare,"Health Information Services","Hundred +",SOPH
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",TNYA
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",THCP
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",MEKA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",IMRX
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",DSGN
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",ADAL
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",HWEL
2021,100_Million_Dollar_Company,"Consumer Cyclical","Internet Retail","Less Than Hundred",HEPS
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",SLVR
2021,100_Million_Dollar_Company,"Consumer Cyclical","Internet Retail","Thousand +",TDUP
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",NPAB
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",CIIG
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",DNAB
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",DNAD
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",AURA
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",PFTA
2021,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",FSBC
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",PEGR
2021,100_Million_Dollar_Company,Technology,Software—Application,"5 Thousand +",VCSA
2021,100_Million_Dollar_Company,Industrials,"Specialty Industrial Machinery","Hundred +",BGRY
2021,100_Million_Dollar_Company,"Consumer Cyclical","Luxury Goods","Hundred +",BRLT
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",DISA
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",IRAA
2021,100_Million_Dollar_Company,Technology,Software—Application,"Less Than Hundred",STIX
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",PMGM
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CMPX
2021,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",RGC
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",JUGG
2021,100_Million_Dollar_Company,"Consumer Cyclical",Gambling,"Hundred +",GAMB
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",FWAC
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ATAI
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",GAMC
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",APTM
2021,100_Million_Dollar_Company,"Communication Services","Advertising Agencies","Thousand +",TRMR
2021,100_Million_Dollar_Company,Industrials,"Engineering & Construction","Thousand +",BWMN
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",ENTF
2021,100_Million_Dollar_Company,"Communication Services",Entertainment,"Less Than Hundred",RSVR
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",HCNE
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",APLM
2021,100_Million_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","Less Than Hundred",DDI
2021,100_Million_Dollar_Company,Industrials,"Electrical Equipment & Parts","Hundred +",SLDP
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",OMGA
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",PLMI
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",KVSA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CGEM
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",SLAM
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",OABI
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ERAS
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",BCSA
2021,100_Million_Dollar_Company,"Financial Services","Asset Management","Less Than Hundred",TRIN
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",GHRS
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",THRX
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",TSVT
2021,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",PGY
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",LITT
2021,100_Million_Dollar_Company,Technology,Semiconductors,"Hundred +",SKYT
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",ZT
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",TIOA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",EWTX
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",CPAA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",AVTE
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",HCVI
2021,100_Million_Dollar_Company,"Financial Services","Asset Management","Less Than Hundred",VINP
2021,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",SGHT
2021,100_Million_Dollar_Company,"Financial Services","Credit Services","Less Than Hundred",RWAY
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CNTA
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",DWAC
2021,100_Million_Dollar_Company,"Financial Services","Investment Managers","Less Than Hundred",TBLD
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",TRDA
2021,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",MXCT
2021,100_Million_Dollar_Company,Healthcare,"Health Information Services","Hundred +",SLGC
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",LYEL
2021,100_Million_Dollar_Company,Technology,Software—Application,"Thousand +",VMEO
2021,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",RXST
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",RMGC
2021,100_Million_Dollar_Company,"Financial Services","Shell Companies","Less Than Hundred",LCA
2021,100_Million_Dollar_Company,Energy,"Oil & Gas E&P","Less Than Hundred",IMPP
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VECT
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",AMAM
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",TYRA
2021,100_Million_Dollar_Company,Industrials,"Waste Management","Less Than Hundred",LNZA
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",JANX
2021,100_Million_Dollar_Company,"Basic Materials","Agricultural Inputs","Thousand +",LVRO
2021,100_Million_Dollar_Company,Technology,Software—Application,"Hundred +",EXFY
2021,100_Million_Dollar_Company,Technology,Software—Application,"Thousand +",KARO
2021,100_Million_Dollar_Company,"Communication Services","Internet Content & Information","Thousand +",TBLA
2021,100_Million_Dollar_Company,Industrials,"Specialty Industrial Machinery","Hundred +",XMTR
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",VALN
2021,100_Million_Dollar_Company,"Consumer Cyclical",Restaurants,"Less Than Hundred",THCH
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",EXAI
2021,100_Million_Dollar_Company,Technology,"Electronics & Computer Distribution","Thousand +",SNPO
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",TERN
2021,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",BASE
2021,100_Million_Dollar_Company,Energy,"Oil & Gas E&P","Less Than Hundred",HHRS
2021,100_Million_Dollar_Company,Technology,Software—Application,"Hundred +",MTTR
2021,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",CCSI
2021,100_Million_Dollar_Company,"Basic Materials",Steel,"Less Than Hundred",ASTL
2021,100_Million_Dollar_Company,"Consumer Cyclical","Personal Services","Hundred +",ROVR
2021,100_Million_Dollar_Company,Healthcare,"Medical Care Facilities","Thousand +",INNV
2021,100_Million_Dollar_Company,"Consumer Cyclical","Auto Parts","Thousand +",GGR
2021,100_Million_Dollar_Company,"Consumer Cyclical","Travel Services","Hundred +",MOND
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",EQRX
2021,100_Million_Dollar_Company,"Consumer Cyclical",Restaurants,"10 Thousand +",FWRG
2021,100_Million_Dollar_Company,Technology,Software—Application,"Thousand +",WKME
2021,100_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Thousand +",WEST
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",DAWN
2021,100_Million_Dollar_Company,Healthcare,"Healthcare Plans","Thousand +",ALHC
2021,100_Million_Dollar_Company,"Consumer Defensive","Household & Personal Products","Hundred +",EWCZ
2021,100_Million_Dollar_Company,Utilities,Utilities—Diversified,"Hundred +",MNTK
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",SANA
2021,100_Million_Dollar_Company,Technology,Software—Application,"Less Than Hundred",WALD
2021,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",VERV
2021,100_Million_Dollar_Company,"Financial Services","Asset Management","Hundred +",ALTI
2021,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",BMEA
2021,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",RXRX
2021,Billion_Dollar_Company,Technology,Software—Infrastructure,"5 Thousand +",STER
2021,Billion_Dollar_Company,Industrials,Airlines,"Thousand +",SNCY
2021,Billion_Dollar_Company,Technology,Semiconductors,"Hundred +",NVTS
2021,Billion_Dollar_Company,"Consumer Cyclical",Restaurants,"5 Thousand +",PTLO
2021,Billion_Dollar_Company,"Financial Services","Credit Services","Hundred +",NRDS
2021,Billion_Dollar_Company,"Consumer Defensive",Beverages—Non-Alcoholic,"Hundred +",COCO
2021,Billion_Dollar_Company,Technology,Software—Application,"Hundred +",ALKT
2021,Billion_Dollar_Company,"Consumer Cyclical","Home Improvement Retail","Thousand +",ARHS
2021,Billion_Dollar_Company,Healthcare,"Health Information Services","Hundred +",DH
2021,Billion_Dollar_Company,"Consumer Defensive","Education & Training Services","Thousand +",UDMY
2021,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",NAMS
2021,Billion_Dollar_Company,Healthcare,"Medical Devices","Hundred +",CTKB
2021,Billion_Dollar_Company,Technology,"Information Technology Services","10 Thousand +",TASK
2021,Billion_Dollar_Company,"Consumer Defensive",Beverages—Non-Alcoholic,"Thousand +",OTLY
2021,Billion_Dollar_Company,Technology,Software—Application,"Hundred +",AMPL
2021,Billion_Dollar_Company,"Communication Services","Internet Content & Information","Hundred +",SEAT
2021,Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",AVDX
2021,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",DICE
2021,Billion_Dollar_Company,Healthcare,"Medical Devices","Hundred +",PRCT
2021,Billion_Dollar_Company,Healthcare,"Medical Devices","Hundred +",TMCI
2021,Billion_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",SOVO
2021,Billion_Dollar_Company,"Consumer Cyclical","Auto Parts","Less Than Hundred",ECX
2021,Billion_Dollar_Company,Healthcare,"Drug Manufacturers—General","Less Than Hundred",SCLX
2021,Billion_Dollar_Company,"Financial Services","Shell Companies","Thousand +",SYM
2021,Billion_Dollar_Company,"Consumer Cyclical","Auto & Truck Dealerships","Less Than Hundred",ACVA
2021,Billion_Dollar_Company,Industrials,"Specialty Business Services","Thousand +",LZ
2021,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",NUVL
2021,Billion_Dollar_Company,Technology,"Information Technology Services","Thousand +",AUR
2021,Billion_Dollar_Company,Industrials,"Specialty Business Services","5 Thousand +",FA
2021,Billion_Dollar_Company,Industrials,"Electrical Equipment & Parts","Hundred +",ENVX
2021,Billion_Dollar_Company,Technology,"Information Technology Services","10 Thousand +",TWKS
2021,Billion_Dollar_Company,Industrials,Airlines,"5 Thousand +",ULCC
2021,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VTYX
2021,Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",EVCM
2021,Billion_Dollar_Company,Technology,"Computer Hardware","Hundred +",CRCT
2021,Billion_Dollar_Company,Utilities,Utilities—Renewable,"Thousand +",RNW
2021,Billion_Dollar_Company,"Financial Services","Asset Management","Less Than Hundred",PAX
2021,Billion_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",MQ
2021,Billion_Dollar_Company,Technology,Software—Application,"Hundred +",BMBL
2021,Billion_Dollar_Company,"Communication Services","Advertising Agencies","Hundred +",IAS
2021,Billion_Dollar_Company,"Consumer Cyclical","Specialty Retail","Hundred +",OLPX
2021,Billion_Dollar_Company,Technology,Software—Application,"Less Than Hundred",RUM
2021,Billion_Dollar_Company,"Consumer Defensive","Grocery Stores","10 Thousand +",DNUT
